lambda,dlambda,enthalpy
8.147288e-01,8.850441e-06,-3.188553e+01
8.147377e-01,8.850633e-06,-3.188550e+01
8.147465e-01,8.850825e-06,-3.188547e+01
8.147554e-01,8.851017e-06,-3.188545e+01
8.147642e-01,8.851210e-06,-3.188542e+01
8.147731e-01,8.851402e-06,-3.188539e+01
8.147819e-01,8.851594e-06,-3.188536e+01
8.147908e-01,8.851787e-06,-3.188534e+01
8.147996e-01,8.851979e-06,-3.188531e+01
8.148085e-01,8.852171e-06,-3.188529e+01
8.148173e-01,8.852364e-06,-3.188526e+01
8.148262e-01,8.852556e-06,-3.188523e+01
8.148350e-01,8.852748e-06,-3.188521e+01
8.148439e-01,8.852941e-06,-3.188518e+01
8.148527e-01,8.853133e-06,-3.188516e+01
8.148616e-01,8.853326e-06,-3.188514e+01
8.148704e-01,8.853518e-06,-3.188511e+01
8.148793e-01,8.853710e-06,-3.188509e+01
8.148882e-01,8.853903e-06,-3.188507e+01
8.148970e-01,8.854095e-06,-3.188505e+01
8.149059e-01,8.854288e-06,-3.188503e+01
8.149147e-01,8.854480e-06,-3.188501e+01
8.149236e-01,8.854672e-06,-3.188500e+01
8.149324e-01,8.854865e-06,-3.188498e+01
8.149413e-01,8.855057e-06,-3.188497e+01
8.149501e-01,8.855250e-06,-3.188495e+01
8.149590e-01,8.855442e-06,-3.188494e+01
8.149678e-01,8.855635e-06,-3.188493e+01
8.149767e-01,8.855827e-06,-3.188491e+01
8.149856e-01,8.856020e-06,-3.188490e+01
8.149944e-01,8.856212e-06,-3.188490e+01
8.150033e-01,8.856404e-06,-3.188489e+01
8.150121e-01,8.856597e-06,-3.188488e+01
8.150210e-01,8.856789e-06,-3.188488e+01
8.150298e-01,8.856982e-06,-3.188487e+01
8.150387e-01,8.857174e-06,-3.188487e+01
8.150476e-01,8.857367e-06,-3.188487e+01
8.150564e-01,8.857559e-06,-3.188486e+01
8.150653e-01,8.857752e-06,-3.188486e+01
8.150741e-01,8.857945e-06,-3.188486e+01
8.150830e-01,8.858137e-06,-3.188486e+01
8.150918e-01,8.858330e-06,-3.188487e+01
8.151007e-01,8.858522e-06,-3.188487e+01
8.151096e-01,8.858715e-06,-3.188487e+01
8.151184e-01,8.858907e-06,-3.188488e+01
8.151273e-01,8.859100e-06,-3.188488e+01
8.151361e-01,8.859292e-06,-3.188489e+01
8.151450e-01,8.859485e-06,-3.188489e+01
8.151539e-01,8.859678e-06,-3.188490e+01
8.151627e-01,8.859870e-06,-3.188490e+01
8.151716e-01,8.860063e-06,-3.188491e+01
8.151804e-01,8.860255e-06,-3.188492e+01
8.151893e-01,8.860448e-06,-3.188492e+01
8.151982e-01,8.860641e-06,-3.188493e+01
8.152070e-01,8.860833e-06,-3.188494e+01
8.152159e-01,8.861026e-06,-3.188495e+01
8.152247e-01,8.861218e-06,-3.188495e+01
8.152336e-01,8.861411e-06,-3.188496e+01
8.152425e-01,8.861604e-06,-3.188497e+01
8.152513e-01,8.861796e-06,-3.188497e+01
8.152602e-01,8.861989e-06,-3.188498e+01
8.152691e-01,8.862182e-06,-3.188499e+01
8.152779e-01,8.862374e-06,-3.188499e+01
8.152868e-01,8.862567e-06,-3.188500e+01
8.152956e-01,8.862760e-06,-3.188500e+01
8.153045e-01,8.862952e-06,-3.188501e+01
8.153134e-01,8.863145e-06,-3.188501e+01
8.153222e-01,8.863338e-06,-3.188501e+01
8.153311e-01,8.863531e-06,-3.188501e+01
8.153400e-01,8.863723e-06,-3.188501e+01
8.153488e-01,8.863916e-06,-3.188501e+01
8.153577e-01,8.864109e-06,-3.188501e+01
8.153666e-01,8.864302e-06,-3.188500e+01
8.153754e-01,8.864494e-06,-3.188500e+01
8.153843e-01,8.864687e-06,-3.188499e+01
8.153931e-01,8.864880e-06,-3.188499e+01
8.154020e-01,8.865073e-06,-3.188498e+01
8.154109e-01,8.865265e-06,-3.188497e+01
8.154197e-01,8.865458e-06,-3.188496e+01
8.154286e-01,8.865651e-06,-3.188495e+01
8.154375e-01,8.865844e-06,-3.188493e+01
8.154463e-01,8.866036e-06,-3.188492e+01
8.154552e-01,8.866229e-06,-3.188490e+01
8.154641e-01,8.866422e-06,-3.188489e+01
8.154729e-01,8.866615e-06,-3.188487e+01
8.154818e-01,8.866808e-06,-3.188485e+01
8.154907e-01,8.867000e-06,-3.188483e+01
8.154995e-01,8.867193e-06,-3.188482e+01
8.155084e-01,8.867386e-06,-3.188480e+01
8.155173e-01,8.867579e-06,-3.188477e+01
8.155261e-01,8.867772e-06,-3.188475e+01
8.155350e-01,8.867965e-06,-3.188473e+01
8.155439e-01,8.868158e-06,-3.188471e+01
8.155527e-01,8.868350e-06,-3.188469e+01
8.155616e-01,8.868543e-06,-3.188466e+01
8.155705e-01,8.868736e-06,-3.188464e+01
8.155794e-01,8.868929e-06,-3.188461e+01
8.155882e-01,8.869122e-06,-3.188459e+01
8.155971e-01,8.869315e-06,-3.188456e+01
8.156060e-01,8.869508e-06,-3.188454e+01
8.156148e-01,8.869701e-06,-3.188451e+01
8.156237e-01,8.869894e-06,-3.188448e+01
8.156326e-01,8.870087e-06,-3.188446e+01
8.156414e-01,8.870279e-06,-3.188443e+01
8.156503e-01,8.870472e-06,-3.188440e+01
8.156592e-01,8.870665e-06,-3.188437e+01
8.156681e-01,8.870858e-06,-3.188434e+01
8.156769e-01,8.871051e-06,-3.188431e+01
8.156858e-01,8.871244e-06,-3.188428e+01
8.156947e-01,8.871437e-06,-3.188424e+01
8.157035e-01,8.871630e-06,-3.188421e+01
8.157124e-01,8.871823e-06,-3.188418e+01
8.157213e-01,8.872016e-06,-3.188414e+01
8.157302e-01,8.872209e-06,-3.188410e+01
8.157390e-01,8.872402e-06,-3.188407e+01
8.157479e-01,8.872595e-06,-3.188403e+01
8.157568e-01,8.872788e-06,-3.188399e+01
8.157656e-01,8.872981e-06,-3.188395e+01
8.157745e-01,8.873174e-06,-3.188391e+01
8.157834e-01,8.873367e-06,-3.188387e+01
8.157923e-01,8.873560e-06,-3.188383e+01
8.158011e-01,8.873753e-06,-3.188378e+01
8.158100e-01,8.873946e-06,-3.188374e+01
8.158189e-01,8.874139e-06,-3.188370e+01
8.158278e-01,8.874332e-06,-3.188366e+01
8.158366e-01,8.874526e-06,-3.188361e+01
8.158455e-01,8.874719e-06,-3.188357e+01
8.158544e-01,8.874912e-06,-3.188353e+01
8.158633e-01,8.875105e-06,-3.188349e+01
8.158721e-01,8.875298e-06,-3.188345e+01
8.158810e-01,8.875491e-06,-3.188341e+01
8.158899e-01,8.875684e-06,-3.188337e+01
8.158988e-01,8.875877e-06,-3.188333e+01
8.159076e-01,8.876070e-06,-3.188329e+01
8.159165e-01,8.876263e-06,-3.188326e+01
8.159254e-01,8.876457e-06,-3.188323e+01
8.159343e-01,8.876650e-06,-3.188319e+01
8.159431e-01,8.876843e-06,-3.188316e+01
8.159520e-01,8.877036e-06,-3.188314e+01
8.159609e-01,8.877229e-06,-3.188311e+01
8.159698e-01,8.877422e-06,-3.188308e+01
8.159787e-01,8.877616e-06,-3.188306e+01
8.159875e-01,8.877809e-06,-3.188304e+01
8.159964e-01,8.878002e-06,-3.188303e+01
8.160053e-01,8.878195e-06,-3.188301e+01
8.160142e-01,8.878388e-06,-3.188300e+01
8.160230e-01,8.878581e-06,-3.188299e+01
8.160319e-01,8.878775e-06,-3.188298e+01
8.160408e-01,8.878968e-06,-3.188298e+01
8.160497e-01,8.879161e-06,-3.188297e+01
8.160586e-01,8.879354e-06,-3.188297e+01
8.160674e-01,8.879548e-06,-3.188298e+01
8.160763e-01,8.879741e-06,-3.188298e+01
8.160852e-01,8.879934e-06,-3.188299e+01
8.160941e-01,8.880127e-06,-3.188300e+01
8.161030e-01,8.880321e-06,-3.188301e+01
8.161118e-01,8.880514e-06,-3.188302e+01
8.161207e-01,8.880707e-06,-3.188304e+01
8.161296e-01,8.880900e-06,-3.188306e+01
8.161385e-01,8.881094e-06,-3.188308e+01
8.161474e-01,8.881287e-06,-3.188310e+01
8.161562e-01,8.881480e-06,-3.188313e+01
8.161651e-01,8.881674e-06,-3.188315e+01
8.161740e-01,8.881867e-06,-3.188318e+01
8.161829e-01,8.882060e-06,-3.188321e+01
8.161918e-01,8.882253e-06,-3.188324e+01
8.162007e-01,8.882447e-06,-3.188328e+01
8.162095e-01,8.882640e-06,-3.188331e+01
8.162184e-01,8.882834e-06,-3.188334e+01
8.162273e-01,8.883027e-06,-3.188338e+01
8.162362e-01,8.883220e-06,-3.188342e+01
8.162451e-01,8.883414e-06,-3.188346e+01
8.162540e-01,8.883607e-06,-3.188349e+01
8.162628e-01,8.883800e-06,-3.188353e+01
8.162717e-01,8.883994e-06,-3.188357e+01
8.162806e-01,8.884187e-06,-3.188361e+01
8.162895e-01,8.884380e-06,-3.188365e+01
8.162984e-01,8.884574e-06,-3.188369e+01
8.163073e-01,8.884767e-06,-3.188373e+01
8.163161e-01,8.884961e-06,-3.188376e+01
8.163250e-01,8.885154e-06,-3.188380e+01
8.163339e-01,8.885348e-06,-3.188384e+01
8.163428e-01,8.885541e-06,-3.188387e+01
8.163517e-01,8.885734e-06,-3.188390e+01
8.163606e-01,8.885928e-06,-3.188393e+01
8.163695e-01,8.886121e-06,-3.188396e+01
8.163783e-01,8.886315e-06,-3.188399e+01
8.163872e-01,8.886508e-06,-3.188402e+01
8.163961e-01,8.886702e-06,-3.188404e+01
8.164050e-01,8.886895e-06,-3.188406e+01
8.164139e-01,8.887089e-06,-3.188408e+01
8.164228e-01,8.887282e-06,-3.188410e+01
8.164317e-01,8.887476e-06,-3.188411e+01
8.164406e-01,8.887669e-06,-3.188412e+01
8.164494e-01,8.887863e-06,-3.188413e+01
8.164583e-01,8.888056e-06,-3.188414e+01
8.164672e-01,8.888250e-06,-3.188414e+01
8.164761e-01,8.888443e-06,-3.188415e+01
8.164850e-01,8.888637e-06,-3.188415e+01
8.164939e-01,8.888830e-06,-3.188414e+01
8.165028e-01,8.889024e-06,-3.188414e+01
8.165117e-01,8.889217e-06,-3.188413e+01
8.165206e-01,8.889411e-06,-3.188412e+01
8.165294e-01,8.889604e-06,-3.188411e+01
8.165383e-01,8.889798e-06,-3.188410e+01
8.165472e-01,8.889992e-06,-3.188409e+01
8.165561e-01,8.890185e-06,-3.188407e+01
8.165650e-01,8.890379e-06,-3.188406e+01
8.165739e-01,8.890572e-06,-3.188404e+01
8.165828e-01,8.890766e-06,-3.188403e+01
8.165917e-01,8.890960e-06,-3.188401e+01
8.166006e-01,8.891153e-06,-3.188399e+01
8.166095e-01,8.891347e-06,-3.188397e+01
8.166183e-01,8.891540e-06,-3.188395e+01
8.166272e-01,8.891734e-06,-3.188394e+01
8.166361e-01,8.891928e-06,-3.188392e+01
8.166450e-01,8.892121e-06,-3.188390e+01
8.166539e-01,8.892315e-06,-3.188388e+01
8.166628e-01,8.892509e-06,-3.188387e+01
8.166717e-01,8.892702e-06,-3.188385e+01
8.166806e-01,8.892896e-06,-3.188384e+01
8.166895e-01,8.893090e-06,-3.188382e+01
8.166984e-01,8.893283e-06,-3.188381e+01
8.167073e-01,8.893477e-06,-3.188379e+01
8.167162e-01,8.893671e-06,-3.188378e+01
8.167251e-01,8.893864e-06,-3.188377e+01
8.167340e-01,8.894058e-06,-3.188376e+01
8.167429e-01,8.894252e-06,-3.188374e+01
8.167517e-01,8.894446e-06,-3.188373e+01
8.167606e-01,8.894639e-06,-3.188373e+01
8.167695e-01,8.894833e-06,-3.188372e+01
8.167784e-01,8.895027e-06,-3.188371e+01
8.167873e-01,8.895220e-06,-3.188370e+01
8.167962e-01,8.895414e-06,-3.188369e+01
8.168051e-01,8.895608e-06,-3.188369e+01
8.168140e-01,8.895802e-06,-3.188368e+01
8.168229e-01,8.895996e-06,-3.188368e+01
8.168318e-01,8.896189e-06,-3.188367e+01
8.168407e-01,8.896383e-06,-3.188367e+01
8.168496e-01,8.896577e-06,-3.188367e+01
8.168585e-01,8.896771e-06,-3.188367e+01
8.168674e-01,8.896964e-06,-3.188367e+01
8.168763e-01,8.897158e-06,-3.188367e+01
8.168852e-01,8.897352e-06,-3.188367e+01
8.168941e-01,8.897546e-06,-3.188367e+01
8.169030e-01,8.897740e-06,-3.188368e+01
8.169119e-01,8.897934e-06,-3.188368e+01
8.169208e-01,8.898127e-06,-3.188369e+01
8.169297e-01,8.898321e-06,-3.188370e+01
8.169386e-01,8.898515e-06,-3.188371e+01
8.169475e-01,8.898709e-06,-3.188372e+01
8.169564e-01,8.898903e-06,-3.188373e+01
8.169653e-01,8.899097e-06,-3.188374e+01
8.169742e-01,8.899291e-06,-3.188375e+01
8.169831e-01,8.899484e-06,-3.188377e+01
8.169920e-01,8.899678e-06,-3.188378e+01
8.170009e-01,8.899872e-06,-3.188380e+01
8.170098e-01,8.900066e-06,-3.188381e+01
8.170187e-01,8.900260e-06,-3.188383e+01
8.170276e-01,8.900454e-06,-3.188385e+01
8.170365e-01,8.900648e-06,-3.188386e+01
8.170454e-01,8.900842e-06,-3.188388e+01
8.170543e-01,8.901036e-06,-3.188390e+01
8.170632e-01,8.901230e-06,-3.188392e+01
8.170721e-01,8.901424e-06,-3.188394e+01
8.170810e-01,8.901618e-06,-3.188395e+01
8.170899e-01,8.901812e-06,-3.188397e+01
8.170988e-01,8.902006e-06,-3.188399e+01
8.171077e-01,8.902200e-06,-3.188400e+01
8.171166e-01,8.902394e-06,-3.188402e+01
8.171255e-01,8.902587e-06,-3.188403e+01
8.171344e-01,8.902781e-06,-3.188405e+01
8.171433e-01,8.902975e-06,-3.188406e+01
8.171522e-01,8.903169e-06,-3.188407e+01
8.171611e-01,8.903363e-06,-3.188408e+01
8.171700e-01,8.903558e-06,-3.188409e+01
8.171789e-01,8.903752e-06,-3.188410e+01
8.171878e-01,8.903946e-06,-3.188411e+01
8.171967e-01,8.904140e-06,-3.188412e+01
8.172056e-01,8.904334e-06,-3.188412e+01
8.172145e-01,8.904528e-06,-3.188413e+01
8.172234e-01,8.904722e-06,-3.188414e+01
8.172323e-01,8.904916e-06,-3.188414e+01
8.172412e-01,8.905110e-06,-3.188414e+01
8.172501e-01,8.905304e-06,-3.188415e+01
8.172590e-01,8.905498e-06,-3.188415e+01
8.172680e-01,8.905692e-06,-3.188416e+01
8.172769e-01,8.905886e-06,-3.188416e+01
8.172858e-01,8.906080e-06,-3.188416e+01
8.172947e-01,8.906274e-06,-3.188417e+01
8.173036e-01,8.906469e-06,-3.188417e+01
8.173125e-01,8.906663e-06,-3.188417e+01
8.173214e-01,8.906857e-06,-3.188418e+01
8.173303e-01,8.907051e-06,-3.188418e+01
8.173392e-01,8.907245e-06,-3.188419e+01
8.173481e-01,8.907439e-06,-3.188419e+01
8.173570e-01,8.907633e-06,-3.188420e+01
8.173659e-01,8.907828e-06,-3.188421e+01
8.173748e-01,8.908022e-06,-3.188421e+01
8.173837e-01,8.908216e-06,-3.188422e+01
8.173927e-01,8.908410e-06,-3.188423e+01
8.174016e-01,8.908604e-06,-3.188424e+01
8.174105e-01,8.908798e-06,-3.188424e+01
8.174194e-01,8.908993e-06,-3.188425e+01
8.174283e-01,8.909187e-06,-3.188426e+01
8.174372e-01,8.909381e-06,-3.188427e+01
8.174461e-01,8.909575e-06,-3.188428e+01
8.174550e-01,8.909769e-06,-3.188428e+01
8.174639e-01,8.909964e-06,-3.188429e+01
8.174728e-01,8.910158e-06,-3.188430e+01
8.174817e-01,8.910352e-06,-3.188431e+01
8.174907e-01,8.910546e-06,-3.188431e+01
8.174996e-01,8.910741e-06,-3.188432e+01
8.175085e-01,8.910935e-06,-3.188433e+01
8.175174e-01,8.911129e-06,-3.188433e+01
8.175263e-01,8.911323e-06,-3.188433e+01
8.175352e-01,8.911518e-06,-3.188434e+01
8.175441e-01,8.911712e-06,-3.188434e+01
8.175530e-01,8.911906e-06,-3.188434e+01
8.175620e-01,8.912101e-06,-3.188435e+01
8.175709e-01,8.912295e-06,-3.188435e+01
8.175798e-01,8.912489e-06,-3.188435e+01
8.175887e-01,8.912684e-06,-3.188435e+01
8.175976e-01,8.912878e-06,-3.188434e+01
8.176065e-01,8.913072e-06,-3.188434e+01
8.176154e-01,8.913267e-06,-3.188434e+01
8.176243e-01,8.913461e-06,-3.188433e+01
8.176333e-01,8.913655e-06,-3.188433e+01
8.176422e-01,8.913850e-06,-3.188432e+01
8.176511e-01,8.914044e-06,-3.188432e+01
8.176600e-01,8.914238e-06,-3.188431e+01
8.176689e-01,8.914433e-06,-3.188430e+01
8.176778e-01,8.914627e-06,-3.188429e+01
8.176867e-01,8.914821e-06,-3.188429e+01
8.176957e-01,8.915016e-06,-3.188428e+01
8.177046e-01,8.915210e-06,-3.188427e+01
8.177135e-01,8.915405e-06,-3.188426e+01
8.177224e-01,8.915599e-06,-3.188425e+01
8.177313e-01,8.915793e-06,-3.188425e+01
8.177402e-01,8.915988e-06,-3.188424e+01
8.177492e-01,8.916182e-06,-3.188424e+01
8.177581e-01,8.916377e-06,-3.188423e+01
8.177670e-01,8.916571e-06,-3.188423e+01
8.177759e-01,8.916766e-06,-3.188423e+01
8.177848e-01,8.916960e-06,-3.188422e+01
8.177937e-01,8.917155e-06,-3.188422e+01
8.178027e-01,8.917349e-06,-3.188423e+01
8.178116e-01,8.917543e-06,-3.188423e+01
8.178205e-01,8.917738e-06,-3.188423e+01
8.178294e-01,8.917932e-06,-3.188424e+01
8.178383e-01,8.918127e-06,-3.188425e+01
8.178472e-01,8.918321e-06,-3.188426e+01
8.178562e-01,8.918516e-06,-3.188427e+01
8.178651e-01,8.918710e-06,-3.188429e+01
8.178740e-01,8.918905e-06,-3.188431e+01
8.178829e-01,8.919100e-06,-3.188432e+01
8.178918e-01,8.919294e-06,-3.188434e+01
8.179008e-01,8.919489e-06,-3.188437e+01
8.179097e-01,8.919683e-06,-3.188439e+01
8.179186e-01,8.919878e-06,-3.188442e+01
8.179275e-01,8.920072e-06,-3.188444e+01
8.179364e-01,8.920267e-06,-3.188447e+01
8.179454e-01,8.920461e-06,-3.188451e+01
8.179543e-01,8.920656e-06,-3.188454e+01
8.179632e-01,8.920851e-06,-3.188457e+01
8.179721e-01,8.921045e-06,-3.188461e+01
8.179810e-01,8.921240e-06,-3.188464e+01
8.179900e-01,8.921434e-06,-3.188468e+01
8.179989e-01,8.921629e-06,-3.188472e+01
8.180078e-01,8.921824e-06,-3.188476e+01
8.180167e-01,8.922018e-06,-3.188480e+01
8.180256e-01,8.922213e-06,-3.188484e+01
8.180346e-01,8.922407e-06,-3.188488e+01
8.180435e-01,8.922602e-06,-3.188493e+01
8.180524e-01,8.922797e-06,-3.188497e+01
8.180613e-01,8.922991e-06,-3.188501e+01
8.180703e-01,8.923186e-06,-3.188506e+01
8.180792e-01,8.923381e-06,-3.188510e+01
8.180881e-01,8.923575e-06,-3.188514e+01
8.180970e-01,8.923770e-06,-3.188519e+01
8.181060e-01,8.923965e-06,-3.188523e+01
8.181149e-01,8.924159e-06,-3.188527e+01
8.181238e-01,8.924354e-06,-3.188531e+01
8.181327e-01,8.924549e-06,-3.188535e+01
8.181417e-01,8.924744e-06,-3.188539e+01
8.181506e-01,8.924938e-06,-3.188543e+01
8.181595e-01,8.925133e-06,-3.188547e+01
8.181684e-01,8.925328e-06,-3.188550e+01
8.181774e-01,8.925522e-06,-3.188553e+01
8.181863e-01,8.925717e-06,-3.188557e+01
8.181952e-01,8.925912e-06,-3.188560e+01
8.182041e-01,8.926107e-06,-3.188562e+01
8.182131e-01,8.926301e-06,-3.188565e+01
8.182220e-01,8.926496e-06,-3.188567e+01
8.182309e-01,8.926691e-06,-3.188570e+01
8.182398e-01,8.926886e-06,-3.188571e+01
8.182488e-01,8.927081e-06,-3.188573e+01
8.182577e-01,8.927275e-06,-3.188574e+01
8.182666e-01,8.927470e-06,-3.188576e+01
8.182755e-01,8.927665e-06,-3.188577e+01
8.182845e-01,8.927860e-06,-3.188577e+01
8.182934e-01,8.928055e-06,-3.188578e+01
8.183023e-01,8.928249e-06,-3.188578e+01
8.183113e-01,8.928444e-06,-3.188577e+01
8.183202e-01,8.928639e-06,-3.188577e+01
8.183291e-01,8.928834e-06,-3.188576e+01
8.183380e-01,8.929029e-06,-3.188575e+01
8.183470e-01,8.929224e-06,-3.188574e+01
8.183559e-01,8.929419e-06,-3.188573e+01
8.183648e-01,8.929613e-06,-3.188571e+01
8.183738e-01,8.929808e-06,-3.188569e+01
8.183827e-01,8.930003e-06,-3.188567e+01
8.183916e-01,8.930198e-06,-3.188565e+01
8.184006e-01,8.930393e-06,-3.188562e+01
8.184095e-01,8.930588e-06,-3.188560e+01
8.184184e-01,8.930783e-06,-3.188557e+01
8.184273e-01,8.930978e-06,-3.188554e+01
8.184363e-01,8.931173e-06,-3.188550e+01
8.184452e-01,8.931368e-06,-3.188547e+01
8.184541e-01,8.931562e-06,-3.188544e+01
8.184631e-01,8.931757e-06,-3.188540e+01
8.184720e-01,8.931952e-06,-3.188537e+01
8.184809e-01,8.932147e-06,-3.188533e+01
8.184899e-01,8.932342e-06,-3.188529e+01
8.184988e-01,8.932537e-06,-3.188526e+01
8.185077e-01,8.932732e-06,-3.188522e+01
8.185167e-01,8.932927e-06,-3.188518e+01
8.185256e-01,8.933122e-06,-3.188515e+01
8.185345e-01,8.933317e-06,-3.188511e+01
8.185435e-01,8.933512e-06,-3.188508e+01
8.185524e-01,8.933707e-06,-3.188504e+01
8.185613e-01,8.933902e-06,-3.188501e+01
8.185703e-01,8.934097e-06,-3.188498e+01
8.185792e-01,8.934292e-06,-3.188495e+01
8.185881e-01,8.934487e-06,-3.188492e+01
8.185971e-01,8.934682e-06,-3.188489e+01
8.186060e-01,8.934877e-06,-3.188487e+01
8.186149e-01,8.935072e-06,-3.188484e+01
8.186239e-01,8.935267e-06,-3.188482e+01
8.186328e-01,8.935462e-06,-3.188480e+01
8.186418e-01,8.935658e-06,-3.188478e+01
8.186507e-01,8.935853e-06,-3.188477e+01
8.186596e-01,8.936048e-06,-3.188476e+01
8.186686e-01,8.936243e-06,-3.188475e+01
8.186775e-01,8.936438e-06,-3.188474e+01
8.186864e-01,8.936633e-06,-3.188473e+01
8.186954e-01,8.936828e-06,-3.188473e+01
8.187043e-01,8.937023e-06,-3.188473e+01
8.187132e-01,8.937218e-06,-3.188473e+01
8.187222e-01,8.937413e-06,-3.188473e+01
8.187311e-01,8.937609e-06,-3.188473e+01
8.187401e-01,8.937804e-06,-3.188474e+01
8.187490e-01,8.937999e-06,-3.188475e+01
8.187579e-01,8.938194e-06,-3.188476e+01
8.187669e-01,8.938389e-06,-3.188477e+01
8.187758e-01,8.938584e-06,-3.188479e+01
8.187847e-01,8.938780e-06,-3.188480e+01
8.187937e-01,8.938975e-06,-3.188482e+01
8.188026e-01,8.939170e-06,-3.188484e+01
8.188116e-01,8.939365e-06,-3.188486e+01
8.188205e-01,8.939560e-06,-3.188488e+01
8.188294e-01,8.939755e-06,-3.188490e+01
8.188384e-01,8.939951e-06,-3.188493e+01
8.188473e-01,8.940146e-06,-3.188495e+01
8.188563e-01,8.940341e-06,-3.188498e+01
8.188652e-01,8.940536e-06,-3.188500e+01
8.188741e-01,8.940732e-06,-3.188503e+01
8.188831e-01,8.940927e-06,-3.188506e+01
8.188920e-01,8.941122e-06,-3.188509e+01
8.189010e-01,8.941317e-06,-3.188512e+01
8.189099e-01,8.941513e-06,-3.188515e+01
8.189189e-01,8.941708e-06,-3.188518e+01
8.189278e-01,8.941903e-06,-3.188521e+01
8.189367e-01,8.942098e-06,-3.188525e+01
8.189457e-01,8.942294e-06,-3.188528e+01
8.189546e-01,8.942489e-06,-3.188531e+01
8.189636e-01,8.942684e-06,-3.188535e+01
8.189725e-01,8.942880e-06,-3.188538e+01
8.189814e-01,8.943075e-06,-3.188542e+01
8.189904e-01,8.943270e-06,-3.188545e+01
8.189993e-01,8.943466e-06,-3.188549e+01
8.190083e-01,8.943661e-06,-3.188553e+01
8.190172e-01,8.943856e-06,-3.188556e+01
8.190262e-01,8.944052e-06,-3.188560e+01
8.190351e-01,8.944247e-06,-3.188564e+01
8.190441e-01,8.944442e-06,-3.188568e+01
8.190530e-01,8.944638e-06,-3.188571e+01
8.190619e-01,8.944833e-06,-3.188575e+01
8.190709e-01,8.945028e-06,-3.188579e+01
8.190798e-01,8.945224e-06,-3.188583e+01
8.190888e-01,8.945419e-06,-3.188587e+01
8.190977e-01,8.945614e-06,-3.188591e+01
8.191067e-01,8.945810e-06,-3.188594e+01
8.191156e-01,8.946005e-06,-3.188598e+01
8.191246e-01,8.946201e-06,-3.188602e+01
8.191335e-01,8.946396e-06,-3.188606e+01
8.191425e-01,8.946592e-06,-3.188609e+01
8.191514e-01,8.946787e-06,-3.188613e+01
8.191604e-01,8.946982e-06,-3.188616e+01
8.191693e-01,8.947178e-06,-3.188619e+01
8.191782e-01,8.947373e-06,-3.188623e+01
8.191872e-01,8.947569e-06,-3.188626e+01
8.191961e-01,8.947764e-06,-3.188628e+01
8.192051e-01,8.947960e-06,-3.188631e+01
8.192140e-01,8.948155e-06,-3.188634e+01
8.192230e-01,8.948351e-06,-3.188636e+01
8.192319e-01,8.948546e-06,-3.188638e+01
8.192409e-01,8.948742e-06,-3.188640e+01
8.192498e-01,8.948937e-06,-3.188642e+01
8.192588e-01,8.949133e-06,-3.188644e+01
8.192677e-01,8.949328e-06,-3.188645e+01
8.192767e-01,8.949524e-06,-3.188646e+01
8.192856e-01,8.949719e-06,-3.188647e+01
8.192946e-01,8.949915e-06,-3.188648e+01
8.193035e-01,8.950110e-06,-3.188648e+01
8.193125e-01,8.950306e-06,-3.188648e+01
8.193214e-01,8.950501e-06,-3.188648e+01
8.193304e-01,8.950697e-06,-3.188648e+01
8.193393e-01,8.950893e-06,-3.188647e+01
8.193483e-01,8.951088e-06,-3.188647e+01
8.193572e-01,8.951284e-06,-3.188646e+01
8.193662e-01,8.951479e-06,-3.188645e+01
8.193751e-01,8.951675e-06,-3.188643e+01
8.193841e-01,8.951870e-06,-3.188642e+01
8.193930e-01,8.952066e-06,-3.188640e+01
8.194020e-01,8.952262e-06,-3.188639e+01
8.194109e-01,8.952457e-06,-3.188637e+01
8.194199e-01,8.952653e-06,-3.188635e+01
8.194289e-01,8.952849e-06,-3.188633e+01
8.194378e-01,8.953044e-06,-3.188631e+01
8.194468e-01,8.953240e-06,-3.188629e+01
8.194557e-01,8.953436e-06,-3.188626e+01
8.194647e-01,8.953631e-06,-3.188624e+01
8.194736e-01,8.953827e-06,-3.188622e+01
8.194826e-01,8.954023e-06,-3.188620e+01
8.194915e-01,8.954218e-06,-3.188618e+01
8.195005e-01,8.954414e-06,-3.188617e+01
8.195094e-01,8.954610e-06,-3.188615e+01
8.195184e-01,8.954805e-06,-3.188614e+01
8.195273e-01,8.955001e-06,-3.188612e+01
8.195363e-01,8.955197e-06,-3.188611e+01
8.195453e-01,8.955392e-06,-3.188610e+01
8.195542e-01,8.955588e-06,-3.188610e+01
8.195632e-01,8.955784e-06,-3.188609e+01
8.195721e-01,8.955980e-06,-3.188609e+01
8.195811e-01,8.956175e-06,-3.188609e+01
8.195900e-01,8.956371e-06,-3.188609e+01
8.195990e-01,8.956567e-06,-3.188610e+01
8.196080e-01,8.956763e-06,-3.188611e+01
8.196169e-01,8.956958e-06,-3.188612e+01
8.196259e-01,8.957154e-06,-3.188613e+01
8.196348e-01,8.957350e-06,-3.188615e+01
8.196438e-01,8.957546e-06,-3.188617e+01
8.196527e-01,8.957741e-06,-3.188619e+01
8.196617e-01,8.957937e-06,-3.188622e+01
8.196707e-01,8.958133e-06,-3.188625e+01
8.196796e-01,8.958329e-06,-3.188627e+01
8.196886e-01,8.958525e-06,-3.188630e+01
8.196975e-01,8.958721e-06,-3.188634e+01
