lambda,dlambda,enthalpy
5.971932e-01,-4.755196e-06,-3.186367e+01
5.971884e-01,-4.755120e-06,-3.186364e+01
5.971837e-01,-4.755044e-06,-3.186361e+01
5.971789e-01,-4.754968e-06,-3.186357e+01
5.971741e-01,-4.754893e-06,-3.186354e+01
5.971694e-01,-4.754817e-06,-3.186351e+01
5.971646e-01,-4.754741e-06,-3.186348e+01
5.971599e-01,-4.754666e-06,-3.186345e+01
5.971551e-01,-4.754590e-06,-3.186342e+01
5.971504e-01,-4.754514e-06,-3.186340e+01
5.971456e-01,-4.754438e-06,-3.186337e+01
5.971409e-01,-4.754363e-06,-3.186335e+01
5.971361e-01,-4.754287e-06,-3.186332e+01
5.971314e-01,-4.754211e-06,-3.186330e+01
5.971266e-01,-4.754136e-06,-3.186328e+01
5.971218e-01,-4.754060e-06,-3.186326e+01
5.971171e-01,-4.753984e-06,-3.186323e+01
5.971123e-01,-4.753909e-06,-3.186322e+01
5.971076e-01,-4.753833e-06,-3.186320e+01
5.971028e-01,-4.753757e-06,-3.186318e+01
5.970981e-01,-4.753681e-06,-3.186316e+01
5.970933e-01,-4.753606e-06,-3.186315e+01
5.970886e-01,-4.753530e-06,-3.186313e+01
5.970838e-01,-4.753454e-06,-3.186312e+01
5.970791e-01,-4.753379e-06,-3.186310e+01
5.970743e-01,-4.753303e-06,-3.186309e+01
5.970696e-01,-4.753227e-06,-3.186308e+01
5.970648e-01,-4.753152e-06,-3.186307e+01
5.970600e-01,-4.753076e-06,-3.186306e+01
5.970553e-01,-4.753000e-06,-3.186305e+01
5.970505e-01,-4.752925e-06,-3.186304e+01
5.970458e-01,-4.752849e-06,-3.186303e+01
5.970410e-01,-4.752773e-06,-3.186302e+01
5.970363e-01,-4.752698e-06,-3.186302e+01
5.970315e-01,-4.752622e-06,-3.186301e+01
5.970268e-01,-4.752546e-06,-3.186301e+01
5.970220e-01,-4.752471e-06,-3.186301e+01
5.970173e-01,-4.752395e-06,-3.186301e+01
5.970125e-01,-4.752319e-06,-3.186301e+01
5.970078e-01,-4.752244e-06,-3.186301e+01
5.970030e-01,-4.752168e-06,-3.186301e+01
5.969983e-01,-4.752092e-06,-3.186301e+01
5.969935e-01,-4.752017e-06,-3.186302e+01
5.969888e-01,-4.751941e-06,-3.186303e+01
5.969840e-01,-4.751865e-06,-3.186304e+01
5.969793e-01,-4.751790e-06,-3.186305e+01
5.969745e-01,-4.751714e-06,-3.186306e+01
5.969698e-01,-4.751638e-06,-3.186307e+01
5.969650e-01,-4.751563e-06,-3.186309e+01
5.969602e-01,-4.751487e-06,-3.186311e+01
5.969555e-01,-4.751412e-06,-3.186313e+01
5.969507e-01,-4.751336e-06,-3.186315e+01
5.969460e-01,-4.751260e-06,-3.186317e+01
5.969412e-01,-4.751185e-06,-3.186319e+01
5.969365e-01,-4.751109e-06,-3.186322e+01
5.969317e-01,-4.751033e-06,-3.186325e+01
5.969270e-01,-4.750958e-06,-3.186327e+01
5.969222e-01,-4.750882e-06,-3.186330e+01
5.969175e-01,-4.750806e-06,-3.186334e+01
5.969127e-01,-4.750731e-06,-3.186337e+01
5.969080e-01,-4.750655e-06,-3.186340e+01
5.969032e-01,-4.750580e-06,-3.186344e+01
5.968985e-01,-4.750504e-06,-3.186348e+01
5.968937e-01,-4.750428e-06,-3.186351e+01
5.968890e-01,-4.750353e-06,-3.186355e+01
5.968842e-01,-4.750277e-06,-3.186359e+01
5.968795e-01,-4.750202e-06,-3.186363e+01
5.968747e-01,-4.750126e-06,-3.186368e+01
5.968700e-01,-4.750050e-06,-3.186372e+01
5.968652e-01,-4.749975e-06,-3.186377e+01
5.968605e-01,-4.749899e-06,-3.186381e+01
5.968557e-01,-4.749824e-06,-3.186386e+01
5.968510e-01,-4.749748e-06,-3.186391e+01
5.968462e-01,-4.749672e-06,-3.186395e+01
5.968415e-01,-4.749597e-06,-3.186400e+01
5.968367e-01,-4.749521e-06,-3.186405e+01
5.968320e-01,-4.749446e-06,-3.186411e+01
5.968272e-01,-4.749370e-06,-3.186416e+01
5.968225e-01,-4.749294e-06,-3.186421e+01
5.968177e-01,-4.749219e-06,-3.186426e+01
5.968130e-01,-4.749143e-06,-3.186432e+01
5.968082e-01,-4.749068e-06,-3.186437e+01
5.968035e-01,-4.748992e-06,-3.186443e+01
5.967987e-01,-4.748916e-06,-3.186448e+01
5.967940e-01,-4.748841e-06,-3.186454e+01
5.967892e-01,-4.748765e-06,-3.186460e+01
5.967845e-01,-4.748690e-06,-3.186465e+01
5.967797e-01,-4.748614e-06,-3.186471e+01
5.967750e-01,-4.748539e-06,-3.186477e+01
5.967702e-01,-4.748463e-06,-3.186482e+01
5.967655e-01,-4.748387e-06,-3.186488e+01
5.967608e-01,-4.748312e-06,-3.186493e+01
5.967560e-01,-4.748236e-06,-3.186499e+01
5.967513e-01,-4.748161e-06,-3.186505e+01
5.967465e-01,-4.748085e-06,-3.186510e+01
5.967418e-01,-4.748010e-06,-3.186515e+01
5.967370e-01,-4.747934e-06,-3.186521e+01
5.967323e-01,-4.747859e-06,-3.186526e+01
5.967275e-01,-4.747783e-06,-3.186531e+01
5.967228e-01,-4.747707e-06,-3.186536e+01
5.967180e-01,-4.747632e-06,-3.186541e+01
5.967133e-01,-4.747556e-06,-3.186545e+01
5.967085e-01,-4.747481e-06,-3.186550e+01
5.967038e-01,-4.747405e-06,-3.186554e+01
5.966990e-01,-4.747330e-06,-3.186559e+01
5.966943e-01,-4.747254e-06,-3.186563e+01
5.966895e-01,-4.747179e-06,-3.186567e+01
5.966848e-01,-4.747103e-06,-3.186571e+01
5.966800e-01,-4.747028e-06,-3.186575e+01
5.966753e-01,-4.746952e-06,-3.186578e+01
5.966705e-01,-4.746877e-06,-3.186582e+01
5.966658e-01,-4.746801e-06,-3.186585e+01
5.966611e-01,-4.746725e-06,-3.186589e+01
5.966563e-01,-4.746650e-06,-3.186592e+01
5.966516e-01,-4.746574e-06,-3.186595e+01
5.966468e-01,-4.746499e-06,-3.186597e+01
5.966421e-01,-4.746423e-06,-3.186600e+01
5.966373e-01,-4.746348e-06,-3.186602e+01
5.966326e-01,-4.746272e-06,-3.186605e+01
5.966278e-01,-4.746197e-06,-3.186607e+01
5.966231e-01,-4.746121e-06,-3.186609e+01
5.966183e-01,-4.746046e-06,-3.186611e+01
5.966136e-01,-4.745970e-06,-3.186612e+01
5.966088e-01,-4.745895e-06,-3.186614e+01
5.966041e-01,-4.745819e-06,-3.186615e+01
5.965993e-01,-4.745744e-06,-3.186616e+01
5.965946e-01,-4.745668e-06,-3.186617e+01
5.965899e-01,-4.745593e-06,-3.186618e+01
5.965851e-01,-4.745517e-06,-3.186619e+01
5.965804e-01,-4.745442e-06,-3.186619e+01
5.965756e-01,-4.745366e-06,-3.186619e+01
5.965709e-01,-4.745291e-06,-3.186619e+01
5.965661e-01,-4.745215e-06,-3.186619e+01
5.965614e-01,-4.745140e-06,-3.186619e+01
5.965566e-01,-4.745064e-06,-3.186619e+01
5.965519e-01,-4.744989e-06,-3.186618e+01
5.965472e-01,-4.744913e-06,-3.186617e+01
5.965424e-01,-4.744838e-06,-3.186616e+01
5.965377e-01,-4.744762e-06,-3.186615e+01
5.965329e-01,-4.744687e-06,-3.186614e+01
5.965282e-01,-4.744611e-06,-3.186612e+01
5.965234e-01,-4.744536e-06,-3.186611e+01
5.965187e-01,-4.744461e-06,-3.186609e+01
5.965139e-01,-4.744385e-06,-3.186607e+01
5.965092e-01,-4.744310e-06,-3.186605e+01
5.965044e-01,-4.744234e-06,-3.186603e+01
5.964997e-01,-4.744159e-06,-3.186601e+01
5.964950e-01,-4.744083e-06,-3.186599e+01
5.964902e-01,-4.744008e-06,-3.186596e+01
5.964855e-01,-4.743932e-06,-3.186594e+01
5.964807e-01,-4.743857e-06,-3.186591e+01
5.964760e-01,-4.743781e-06,-3.186589e+01
5.964712e-01,-4.743706e-06,-3.186586e+01
5.964665e-01,-4.743630e-06,-3.186583e+01
5.964618e-01,-4.743555e-06,-3.186581e+01
5.964570e-01,-4.743480e-06,-3.186578e+01
5.964523e-01,-4.743404e-06,-3.186575e+01
5.964475e-01,-4.743329e-06,-3.186573e+01
5.964428e-01,-4.743253e-06,-3.186570e+01
5.964380e-01,-4.743178e-06,-3.186567e+01
5.964333e-01,-4.743102e-06,-3.186565e+01
5.964286e-01,-4.743027e-06,-3.186563e+01
5.964238e-01,-4.742951e-06,-3.186560e+01
5.964191e-01,-4.742876e-06,-3.186558e+01
5.964143e-01,-4.742801e-06,-3.186556e+01
5.964096e-01,-4.742725e-06,-3.186554e+01
5.964048e-01,-4.742650e-06,-3.186553e+01
5.964001e-01,-4.742574e-06,-3.186551e+01
5.963954e-01,-4.742499e-06,-3.186550e+01
5.963906e-01,-4.742423e-06,-3.186549e+01
5.963859e-01,-4.742348e-06,-3.186549e+01
5.963811e-01,-4.742273e-06,-3.186548e+01
5.963764e-01,-4.742197e-06,-3.186548e+01
5.963716e-01,-4.742122e-06,-3.186548e+01
5.963669e-01,-4.742046e-06,-3.186548e+01
5.963622e-01,-4.741971e-06,-3.186549e+01
5.963574e-01,-4.741896e-06,-3.186550e+01
5.963527e-01,-4.741820e-06,-3.186551e+01
5.963479e-01,-4.741745e-06,-3.186552e+01
5.963432e-01,-4.741669e-06,-3.186554e+01
5.963384e-01,-4.741594e-06,-3.186556e+01
5.963337e-01,-4.741518e-06,-3.186558e+01
5.963290e-01,-4.741443e-06,-3.186560e+01
5.963242e-01,-4.741368e-06,-3.186563e+01
5.963195e-01,-4.741292e-06,-3.186566e+01
5.963147e-01,-4.741217e-06,-3.186569e+01
5.963100e-01,-4.741141e-06,-3.186572e+01
5.963053e-01,-4.741066e-06,-3.186576e+01
5.963005e-01,-4.740991e-06,-3.186579e+01
5.962958e-01,-4.740915e-06,-3.186583e+01
5.962910e-01,-4.740840e-06,-3.186587e+01
5.962863e-01,-4.740765e-06,-3.186591e+01
5.962816e-01,-4.740689e-06,-3.186595e+01
5.962768e-01,-4.740614e-06,-3.186599e+01
5.962721e-01,-4.740538e-06,-3.186603e+01
5.962673e-01,-4.740463e-06,-3.186607e+01
5.962626e-01,-4.740388e-06,-3.186612e+01
5.962578e-01,-4.740312e-06,-3.186616e+01
5.962531e-01,-4.740237e-06,-3.186620e+01
5.962484e-01,-4.740162e-06,-3.186624e+01
5.962436e-01,-4.740086e-06,-3.186628e+01
5.962389e-01,-4.740011e-06,-3.186633e+01
5.962341e-01,-4.739935e-06,-3.186637e+01
5.962294e-01,-4.739860e-06,-3.186641e+01
5.962247e-01,-4.739785e-06,-3.186645e+01
5.962199e-01,-4.739709e-06,-3.186648e+01
5.962152e-01,-4.739634e-06,-3.186652e+01
5.962104e-01,-4.739559e-06,-3.186656e+01
5.962057e-01,-4.739483e-06,-3.186659e+01
5.962010e-01,-4.739408e-06,-3.186663e+01
5.961962e-01,-4.739333e-06,-3.186666e+01
5.961915e-01,-4.739257e-06,-3.186669e+01
5.961868e-01,-4.739182e-06,-3.186672e+01
5.961820e-01,-4.739107e-06,-3.186675e+01
5.961773e-01,-4.739031e-06,-3.186677e+01
5.961725e-01,-4.738956e-06,-3.186680e+01
5.961678e-01,-4.738881e-06,-3.186682e+01
5.961631e-01,-4.738805e-06,-3.186685e+01
5.961583e-01,-4.738730e-06,-3.186687e+01
5.961536e-01,-4.738655e-06,-3.186689e+01
5.961488e-01,-4.738579e-06,-3.186690e+01
5.961441e-01,-4.738504e-06,-3.186692e+01
5.961394e-01,-4.738429e-06,-3.186693e+01
5.961346e-01,-4.738353e-06,-3.186695e+01
5.961299e-01,-4.738278e-06,-3.186696e+01
5.961251e-01,-4.738203e-06,-3.186697e+01
5.961204e-01,-4.738127e-06,-3.186697e+01
5.961157e-01,-4.738052e-06,-3.186698e+01
5.961109e-01,-4.737977e-06,-3.186698e+01
5.961062e-01,-4.737901e-06,-3.186699e+01
5.961015e-01,-4.737826e-06,-3.186699e+01
5.960967e-01,-4.737751e-06,-3.186699e+01
5.960920e-01,-4.737675e-06,-3.186698e+01
5.960872e-01,-4.737600e-06,-3.186698e+01
5.960825e-01,-4.737525e-06,-3.186697e+01
5.960778e-01,-4.737449e-06,-3.186696e+01
5.960730e-01,-4.737374e-06,-3.186695e+01
5.960683e-01,-4.737299e-06,-3.186694e+01
5.960636e-01,-4.737224e-06,-3.186692e+01
5.960588e-01,-4.737148e-06,-3.186690e+01
5.960541e-01,-4.737073e-06,-3.186688e+01
5.960493e-01,-4.736998e-06,-3.186686e+01
5.960446e-01,-4.736922e-06,-3.186683e+01
5.960399e-01,-4.736847e-06,-3.186680e+01
5.960351e-01,-4.736772e-06,-3.186677e+01
5.960304e-01,-4.736696e-06,-3.186674e+01
5.960257e-01,-4.736621e-06,-3.186671e+01
5.960209e-01,-4.736546e-06,-3.186667e+01
5.960162e-01,-4.736471e-06,-3.186663e+01
5.960115e-01,-4.736395e-06,-3.186658e+01
5.960067e-01,-4.736320e-06,-3.186654e+01
5.960020e-01,-4.736245e-06,-3.186649e+01
5.959972e-01,-4.736170e-06,-3.186644e+01
5.959925e-01,-4.736094e-06,-3.186639e+01
5.959878e-01,-4.736019e-06,-3.186634e+01
5.959830e-01,-4.735944e-06,-3.186628e+01
5.959783e-01,-4.735868e-06,-3.186622e+01
5.959736e-01,-4.735793e-06,-3.186617e+01
5.959688e-01,-4.735718e-06,-3.186611e+01
5.959641e-01,-4.735643e-06,-3.186604e+01
5.959594e-01,-4.735567e-06,-3.186598e+01
5.959546e-01,-4.735492e-06,-3.186592e+01
5.959499e-01,-4.735417e-06,-3.186585e+01
5.959451e-01,-4.735342e-06,-3.186579e+01
5.959404e-01,-4.735266e-06,-3.186572e+01
5.959357e-01,-4.735191e-06,-3.186566e+01
5.959309e-01,-4.735116e-06,-3.186560e+01
5.959262e-01,-4.735041e-06,-3.186553e+01
5.959215e-01,-4.734965e-06,-3.186547e+01
5.959167e-01,-4.734890e-06,-3.186541e+01
5.959120e-01,-4.734815e-06,-3.186535e+01
5.959073e-01,-4.734740e-06,-3.186529e+01
5.959025e-01,-4.734664e-06,-3.186523e+01
5.958978e-01,-4.734589e-06,-3.186517e+01
5.958931e-01,-4.734514e-06,-3.186512e+01
5.958883e-01,-4.734439e-06,-3.186507e+01
5.958836e-01,-4.734363e-06,-3.186502e+01
5.958789e-01,-4.734288e-06,-3.186498e+01
5.958741e-01,-4.734213e-06,-3.186494e+01
5.958694e-01,-4.734138e-06,-3.186490e+01
5.958647e-01,-4.734063e-06,-3.186487e+01
5.958599e-01,-4.733987e-06,-3.186484e+01
5.958552e-01,-4.733912e-06,-3.186481e+01
5.958505e-01,-4.733837e-06,-3.186479e+01
5.958457e-01,-4.733762e-06,-3.186477e+01
5.958410e-01,-4.733686e-06,-3.186476e+01
5.958363e-01,-4.733611e-06,-3.186475e+01
5.958315e-01,-4.733536e-06,-3.186475e+01
5.958268e-01,-4.733461e-06,-3.186475e+01
5.958221e-01,-4.733386e-06,-3.186475e+01
5.958173e-01,-4.733310e-06,-3.186477e+01
5.958126e-01,-4.733235e-06,-3.186478e+01
5.958079e-01,-4.733160e-06,-3.186480e+01
5.958031e-01,-4.733085e-06,-3.186482e+01
5.957984e-01,-4.733010e-06,-3.186485e+01
5.957937e-01,-4.732934e-06,-3.186489e+01
5.957889e-01,-4.732859e-06,-3.186492e+01
5.957842e-01,-4.732784e-06,-3.186497e+01
5.957795e-01,-4.732709e-06,-3.186501e+01
5.957747e-01,-4.732634e-06,-3.186506e+01
5.957700e-01,-4.732558e-06,-3.186511e+01
5.957653e-01,-4.732483e-06,-3.186517e+01
5.957605e-01,-4.732408e-06,-3.186523e+01
5.957558e-01,-4.732333e-06,-3.186529e+01
5.957511e-01,-4.732258e-06,-3.186535e+01
5.957463e-01,-4.732183e-06,-3.186542e+01
5.957416e-01,-4.732107e-06,-3.186549e+01
5.957369e-01,-4.732032e-06,-3.186556e+01
5.957321e-01,-4.731957e-06,-3.186563e+01
5.957274e-01,-4.731882e-06,-3.186571e+01
5.957227e-01,-4.731807e-06,-3.186578e+01
5.957179e-01,-4.731731e-06,-3.186586e+01
5.957132e-01,-4.731656e-06,-3.186594e+01
5.957085e-01,-4.731581e-06,-3.186601e+01
5.957037e-01,-4.731506e-06,-3.186609e+01
5.956990e-01,-4.731431e-06,-3.186617e+01
5.956943e-01,-4.731356e-06,-3.186625e+01
5.956895e-01,-4.731280e-06,-3.186632e+01
5.956848e-01,-4.731205e-06,-3.186640e+01
5.956801e-01,-4.731130e-06,-3.186647e+01
5.956754e-01,-4.731055e-06,-3.186654e+01
5.956706e-01,-4.730980e-06,-3.186662e+01
5.956659e-01,-4.730905e-06,-3.186668e+01
5.956612e-01,-4.730830e-06,-3.186675e+01
5.956564e-01,-4.730754e-06,-3.186682e+01
5.956517e-01,-4.730679e-06,-3.186688e+01
5.956470e-01,-4.730604e-06,-3.186694e+01
5.956422e-01,-4.730529e-06,-3.186700e+01
5.956375e-01,-4.730454e-06,-3.186705e+01
5.956328e-01,-4.730379e-06,-3.186710e+01
5.956280e-01,-4.730304e-06,-3.186715e+01
5.956233e-01,-4.730228e-06,-3.186720e+01
5.956186e-01,-4.730153e-06,-3.186724e+01
5.956139e-01,-4.730078e-06,-3.186727e+01
5.956091e-01,-4.730003e-06,-3.186731e+01
5.956044e-01,-4.729928e-06,-3.186734e+01
5.955997e-01,-4.729853e-06,-3.186736e+01
5.955949e-01,-4.729778e-06,-3.186739e+01
5.955902e-01,-4.729703e-06,-3.186740e+01
5.955855e-01,-4.729627e-06,-3.186742e+01
5.955807e-01,-4.729552e-06,-3.186743e+01
5.955760e-01,-4.729477e-06,-3.186744e+01
5.955713e-01,-4.729402e-06,-3.186744e+01
5.955666e-01,-4.729327e-06,-3.186744e+01
5.955618e-01,-4.729252e-06,-3.186743e+01
5.955571e-01,-4.729177e-06,-3.186742e+01
5.955524e-01,-4.729102e-06,-3.186741e+01
5.955476e-01,-4.729027e-06,-3.186739e+01
5.955429e-01,-4.728951e-06,-3.186737e+01
5.955382e-01,-4.728876e-06,-3.186735e+01
5.955335e-01,-4.728801e-06,-3.186733e+01
5.955287e-01,-4.728726e-06,-3.186730e+01
5.955240e-01,-4.728651e-06,-3.186726e+01
5.955193e-01,-4.728576e-06,-3.186723e+01
5.955145e-01,-4.728501e-06,-3.186719e+01
5.955098e-01,-4.728426e-06,-3.186715e+01
5.955051e-01,-4.728351e-06,-3.186711e+01
5.955004e-01,-4.728276e-06,-3.186706e+01
5.954956e-01,-4.728201e-06,-3.186701e+01
5.954909e-01,-4.728125e-06,-3.186696e+01
5.954862e-01,-4.728050e-06,-3.186691e+01
5.954814e-01,-4.727975e-06,-3.186686e+01
5.954767e-01,-4.727900e-06,-3.186681e+01
5.954720e-01,-4.727825e-06,-3.186675e+01
5.954673e-01,-4.727750e-06,-3.186669e+01
5.954625e-01,-4.727675e-06,-3.186664e+01
5.954578e-01,-4.727600e-06,-3.186658e+01
5.954531e-01,-4.727525e-06,-3.186652e+01
5.954483e-01,-4.727450e-06,-3.186646e+01
5.954436e-01,-4.727375e-06,-3.186639e+01
5.954389e-01,-4.727300e-06,-3.186633e+01
5.954342e-01,-4.727225e-06,-3.186627e+01
5.954294e-01,-4.727150e-06,-3.186621e+01
5.954247e-01,-4.727074e-06,-3.186615e+01
5.954200e-01,-4.726999e-06,-3.186609e+01
5.954153e-01,-4.726924e-06,-3.186603e+01
5.954105e-01,-4.726849e-06,-3.186597e+01
5.954058e-01,-4.726774e-06,-3.186591e+01
5.954011e-01,-4.726699e-06,-3.186585e+01
5.953963e-01,-4.726624e-06,-3.186579e+01
5.953916e-01,-4.726549e-06,-3.186573e+01
5.953869e-01,-4.726474e-06,-3.186567e+01
5.953822e-01,-4.726399e-06,-3.186562e+01
5.953774e-01,-4.726324e-06,-3.186556e+01
5.953727e-01,-4.726249e-06,-3.186551e+01
5.953680e-01,-4.726174e-06,-3.186546e+01
5.953633e-01,-4.726099e-06,-3.186541e+01
5.953585e-01,-4.726024e-06,-3.186536e+01
5.953538e-01,-4.725949e-06,-3.186531e+01
5.953491e-01,-4.725874e-06,-3.186526e+01
5.953444e-01,-4.725799e-06,-3.186522e+01
5.953396e-01,-4.725724e-06,-3.186518e+01
5.953349e-01,-4.725649e-06,-3.186514e+01
5.953302e-01,-4.725574e-06,-3.186510e+01
5.953255e-01,-4.725499e-06,-3.186506e+01
5.953207e-01,-4.725424e-06,-3.186503e+01
5.953160e-01,-4.725349e-06,-3.186500e+01
5.953113e-01,-4.725274e-06,-3.186497e+01
5.953066e-01,-4.725199e-06,-3.186494e+01
5.953018e-01,-4.725124e-06,-3.186491e+01
5.952971e-01,-4.725049e-06,-3.186489e+01
5.952924e-01,-4.724974e-06,-3.186487e+01
5.952877e-01,-4.724899e-06,-3.186485e+01
5.952829e-01,-4.724824e-06,-3.186484e+01
5.952782e-01,-4.724749e-06,-3.186483e+01
5.952735e-01,-4.724674e-06,-3.186482e+01
5.952688e-01,-4.724599e-06,-3.186481e+01
5.952640e-01,-4.724524e-06,-3.186481e+01
5.952593e-01,-4.724449e-06,-3.186481e+01
5.952546e-01,-4.724374e-06,-3.186481e+01
5.952499e-01,-4.724299e-06,-3.186482e+01
5.952451e-01,-4.724224e-06,-3.186483e+01
5.952404e-01,-4.724149e-06,-3.186484e+01
5.952357e-01,-4.724074e-06,-3.186485e+01
5.952310e-01,-4.723999e-06,-3.186487e+01
5.952262e-01,-4.723924e-06,-3.186489e+01
5.952215e-01,-4.723849e-06,-3.186491e+01
5.952168e-01,-4.723774e-06,-3.186494e+01
5.952121e-01,-4.723699e-06,-3.186497e+01
5.952073e-01,-4.723624e-06,-3.186500e+01
5.952026e-01,-4.723549e-06,-3.186503e+01
5.951979e-01,-4.723474e-06,-3.186506e+01
5.951932e-01,-4.723399e-06,-3.186510e+01
5.951884e-01,-4.723324e-06,-3.186514e+01
5.951837e-01,-4.723249e-06,-3.186518e+01
5.951790e-01,-4.723174e-06,-3.186522e+01
5.951743e-01,-4.723099e-06,-3.186526e+01
5.951696e-01,-4.723024e-06,-3.186530e+01
5.951648e-01,-4.722949e-06,-3.186535e+01
5.951601e-01,-4.722874e-06,-3.186539e+01
5.951554e-01,-4.722799e-06,-3.186544e+01
5.951507e-01,-4.722724e-06,-3.186549e+01
5.951459e-01,-4.722649e-06,-3.186553e+01
5.951412e-01,-4.722574e-06,-3.186558e+01
5.951365e-01,-4.722499e-06,-3.186562e+01
5.951318e-01,-4.722424e-06,-3.186567e+01
5.951271e-01,-4.722349e-06,-3.186572e+01
5.951223e-01,-4.722274e-06,-3.186576e+01
5.951176e-01,-4.722200e-06,-3.186581e+01
5.951129e-01,-4.722125e-06,-3.186585e+01
5.951082e-01,-4.722050e-06,-3.186589e+01
5.951034e-01,-4.721975e-06,-3.186593e+01
5.950987e-01,-4.721900e-06,-3.186597e+01
5.950940e-01,-4.721825e-06,-3.186601e+01
5.950893e-01,-4.721750e-06,-3.186605e+01
5.950846e-01,-4.721675e-06,-3.186608e+01
5.950798e-01,-4.721600e-06,-3.186611e+01
5.950751e-01,-4.721525e-06,-3.186615e+01
5.950704e-01,-4.721450e-06,-3.186618e+01
5.950657e-01,-4.721375e-06,-3.186620e+01
5.950609e-01,-4.721300e-06,-3.186623e+01
5.950562e-01,-4.721225e-06,-3.186625e+01
5.950515e-01,-4.721151e-06,-3.186627e+01
5.950468e-01,-4.721076e-06,-3.186629e+01
5.950421e-01,-4.721001e-06,-3.186631e+01
5.950373e-01,-4.720926e-06,-3.186633e+01
5.950326e-01,-4.720851e-06,-3.186634e+01
5.950279e-01,-4.720776e-06,-3.186635e+01
5.950232e-01,-4.720701e-06,-3.186636e+01
5.950185e-01,-4.720626e-06,-3.186637e+01
5.950137e-01,-4.720551e-06,-3.186637e+01
5.950090e-01,-4.720476e-06,-3.186638e+01
5.950043e-01,-4.720401e-06,-3.186638e+01
5.949996e-01,-4.720327e-06,-3.186638e+01
5.949949e-01,-4.720252e-06,-3.186637e+01
5.949901e-01,-4.720177e-06,-3.186637e+01
5.949854e-01,-4.720102e-06,-3.186636e+01
5.949807e-01,-4.720027e-06,-3.186635e+01
5.949760e-01,-4.719952e-06,-3.186634e+01
5.949713e-01,-4.719877e-06,-3.186633e+01
5.949665e-01,-4.719802e-06,-3.186631e+01
5.949618e-01,-4.719727e-06,-3.186630e+01
5.949571e-01,-4.719653e-06,-3.186628e+01
5.949524e-01,-4.719578e-06,-3.186626e+01
5.949477e-01,-4.719503e-06,-3.186624e+01
5.949429e-01,-4.719428e-06,-3.186622e+01
5.949382e-01,-4.719353e-06,-3.186619e+01
5.949335e-01,-4.719278e-06,-3.186617e+01
5.949288e-01,-4.719203e-06,-3.186614e+01
5.949241e-01,-4.719128e-06,-3.186612e+01
5.949193e-01,-4.719054e-06,-3.186609e+01
5.949146e-01,-4.718979e-06,-3.186606e+01
5.949099e-01,-4.718904e-06,-3.186603e+01
5.949052e-01,-4.718829e-06,-3.186600e+01
5.949005e-01,-4.718754e-06,-3.186597e+01
5.948957e-01,-4.718679e-06,-3.186593e+01
5.948910e-01,-4.718604e-06,-3.186590e+01
5.948863e-01,-4.718530e-06,-3.186587e+01
5.948816e-01,-4.718455e-06,-3.186583e+01
5.948769e-01,-4.718380e-06,-3.186580e+01
5.948722e-01,-4.718305e-06,-3.186577e+01
5.948674e-01,-4.718230e-06,-3.186573e+01
5.948627e-01,-4.718155e-06,-3.186570e+01
5.948580e-01,-4.718080e-06,-3.186566e+01
5.948533e-01,-4.718006e-06,-3.186563e+01
5.948486e-01,-4.717931e-06,-3.186560e+01
5.948438e-01,-4.717856e-06,-3.186557e+01
5.948391e-01,-4.717781e-06,-3.186553e+01
5.948344e-01,-4.717706e-06,-3.186550e+01
5.948297e-01,-4.717631e-06,-3.186547e+01
5.948250e-01,-4.717557e-06,-3.186544e+01
5.948203e-01,-4.717482e-06,-3.186541e+01
5.948155e-01,-4.717407e-06,-3.186538e+01
5.948108e-01,-4.717332e-06,-3.186536e+01
5.948061e-01,-4.717257e-06,-3.186533e+01
5.948014e-01,-4.717182e-06,-3.186531e+01
5.947967e-01,-4.717108e-06,-3.186528e+01
5.947919e-01,-4.717033e-06,-3.186526e+01
5.947872e-01,-4.716958e-06,-3.186524e+01
5.947825e-01,-4.716883e-06,-3.186522e+01
5.947778e-01,-4.716808e-06,-3.186520e+01
5.947731e-01,-4.716734e-06,-3.186518e+01
5.947684e-01,-4.716659e-06,-3.186516e+01
5.947636e-01,-4.716584e-06,-3.186515e+01
5.947589e-01,-4.716509e-06,-3.186514e+01
5.947542e-01,-4.716434e-06,-3.186512e+01
5.947495e-01,-4.716360e-06,-3.186511e+01
5.947448e-01,-4.716285e-06,-3.186510e+01
5.947401e-01,-4.716210e-06,-3.186509e+01
5.947354e-01,-4.716135e-06,-3.186508e+01
5.947306e-01,-4.716060e-06,-3.186507e+01
5.947259e-01,-4.715986e-06,-3.186507e+01
5.947212e-01,-4.715911e-06,-3.186506e+01
5.947165e-01,-4.715836e-06,-3.186505e+01
5.947118e-01,-4.715761e-06,-3.186505e+01
5.947071e-01,-4.715686e-06,-3.186504e+01
5.947023e-01,-4.715612e-06,-3.186504e+01
5.946976e-01,-4.715537e-06,-3.186503e+01
5.946929e-01,-4.715462e-06,-3.186503e+01
5.946882e-01,-4.715387e-06,-3.186502e+01
5.946835e-01,-4.715312e-06,-3.186502e+01
5.946788e-01,-4.715238e-06,-3.186501e+01
5.946740e-01,-4.715163e-06,-3.186501e+01
5.946693e-01,-4.715088e-06,-3.186500e+01
5.946646e-01,-4.715013e-06,-3.186499e+01
5.946599e-01,-4.714939e-06,-3.186499e+01
5.946552e-01,-4.714864e-06,-3.186498e+01
